Sentence,Word,POS,Tag
,BILL,PROPN,PDE-L
,Type,PROPN,O
,FPO,PROPN,PT-U
,.,PUNCT,O
2562,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2563,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"3,000.00",NUM,PO-U
,.,PUNCT,O
2564,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,874.12",NUM,B-U
,.,PUNCT,O
2565,Date,NOUN,O
,10,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2566,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,3060,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-I
,08FEB20,PROPN,PDE-L
,.,PUNCT,O
2567,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2568,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2569,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,20.50,NUM,PO-U
,.,PUNCT,O
2570,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,853.62",NUM,B-U
,.,PUNCT,O
2571,Date,NOUN,O
,10,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2572,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-I
,08FEB20,PROPN,PDE-I
,.,PUNCT,PDE-L
,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2573,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2574,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,44.64,NUM,PO-U
,.,PUNCT,O
2575,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,808.98",NUM,B-U
,.,PUNCT,O
2576,Date,NOUN,O
,10,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2577,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-I
,09FEB20,INTJ,PDE-I
,.,PUNCT,PDE-L
,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2578,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2579,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,30.35,NUM,PO-U
,.,PUNCT,O
2580,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,778.63",NUM,B-U
,.,PUNCT,O
2581,Date,NOUN,O
,10,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2582,Description,NOUN,O
,TESCO,PROPN,PDE-B
,PFS,PROPN,PDE-I
,3987,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-I
,09FEB20,INTJ,PDE-I
,.,PUNCT,PDE-L
,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2583,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2584,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,34.00,NUM,PO-U
,.,PUNCT,O
2585,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,744.63",NUM,B-U
,.,PUNCT,O
2586,Date,NOUN,O
,10,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2587,Description,NOUN,O
,BARCLAYCARD,PROPN,PDE-B
,BCD01477799310120,PROPN,PDE-L
,.,PUNCT,O
2588,Type,VERB,O
,DD,PROPN,PT-U
,.,PUNCT,O
2589,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2590,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,103.35,NUM,PO-U
,.,PUNCT,O
2591,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,641.28",NUM,B-U
,.,PUNCT,O
2592,Date,NOUN,O
,10,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2593,Description,PROPN,O
,BASILDON,PROPN,PDE-B
,COUNCIL,PROPN,PDE-I
,600000000564402388,NUM,PDE-I
,RENT,PROPN,PDE-L
,Type,PROPN,O
,FPO,PROPN,PT-U
,.,PUNCT,O
2594,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2595,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"3,700.00",NUM,PO-U
,.,PUNCT,O
2596,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"4,941.28",NUM,B-U
,.,PUNCT,O
2597,Date,NOUN,O
,10,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2598,Description,NOUN,O
,BCARD1477799060220,PROPN,PDE-B
,BW2100994501103700,NOUN,PDE-I
,200000,NUM,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2599,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,520.85,NUM,PI-U
,.,PUNCT,O
2600,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2601,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"5,462.13",NUM,B-U
,.,PUNCT,O
2602,Date,NOUN,O
,10,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2603,Description,NOUN,O
,FLIPDISH,PROPN,PDE-B
,LTD,PROPN,PDE-I
,6408,NUM,PDE-I
,FDISH200210,PROPN,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2604,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,277.95,NUM,PI-U
,.,PUNCT,O
2605,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2606,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"5,740.08",NUM,B-U
,.,PUNCT,O
2607,Date,NOUN,O
,11,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2608,Description,NOUN,O
,BCARD1477799090220,NOUN,PDE-B
,BW2109198845804000,NOUN,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2609,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,490.65,NUM,PI-U
,.,PUNCT,O
2610,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2611,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"6,230.73",NUM,B-U
,.,PUNCT,O
2612,Date,NOUN,O
,11,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2613,Description,NOUN,O
,BCARD1477799080220,CCONJ,PDE-B
,BW2106475502403900,NOUN,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2614,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,834.20,NUM,PI-U
,.,PUNCT,O
2615,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2616,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,064.93",NUM,B-U
,.,PUNCT,O
2617,Date,NOUN,O
,11,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2618,Description,NOUN,O
,BCARD1477799070220,PROPN,PDE-B
,BW2103671438803800,VERB,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2619,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,520.85,NUM,PI-U
,.,PUNCT,O
2620,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2621,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,585.78",NUM,B-U
,.,PUNCT,O
2622,(,PUNCT,O
,Continued,VERB,O
,on,ADP,O
,next,ADJ,O
,page,NOUN,O
,),PUNCT,O
,Page,NOUN,O
,3,NUM,O
,of,ADP,O
,5,NUM,O
,logo,NOUN,O
,",",PUNCT,O
,Lloyds,PROPN,O
,Bank,PROPN,O
,.,PUNCT,O
2623,06,NUM,ID-B
,October,PROPN,ID-I
,2020,NUM,ID-L
,Lloyds,PROPN,O
,Bank,PROPN,O
,plc,PROPN,O
,.,PUNCT,O
2624,Registered,PROPN,O
,Office,PROPN,O
,:,PUNCT,O
,25,NUM,O
,Gresham,PROPN,O
,Street,PROPN,O
,",",PUNCT,O
,London,PROPN,O
,EC2V,NOUN,O
,7HN,NUM,O
,.,PUNCT,O
2625,Registered,VERB,O
,in,ADP,O
,England,PROPN,O
,and,CCONJ,O
,Wales,PROPN,O
,no,INTJ,O
,.,PUNCT,O
2626,2065,NUM,O
,.,PUNCT,O
2627,Authorised,VERB,O
,by,ADP,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,regulated,VERB,O
,by,ADP,O
,the,DET,O
,Financial,PROPN,O
,Conduct,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,under,ADP,O
,Registration,PROPN,O
,Number,PROPN,O
,119278,NUM,O
,.,PUNCT,O
,BUSINESS,PROPN,O
,ACCOUNT,PROPN,O
,Sort,PROPN,O
,Code,PROPN,O
,30,NUM,SC-U
,-,SYM,SC-U
,90,NUM,SC-U
,-,PUNCT,SC-U
,90,NUM,SC-U
2628,Account,NOUN,O
,Number,PROPN,O
,31207668,NUM,ANU-U
,Your,DET,O
,Transactions,PROPN,O
,Column,PROPN,O
,Date,PROPN,O
,.,PUNCT,O
2629,Column,PROPN,O
,Description,PROPN,O
,.,PUNCT,O
2630,Column,PROPN,O
,Type,PROPN,O
,.,PUNCT,O
2631,Column,NOUN,O
,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
2632,Column,NOUN,O
,Money,NOUN,O
,Out,ADV,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
2633,Column,PROPN,O
,Balance,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
2634,Date,NOUN,O
,11,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2635,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
2636,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2637,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2638,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,23.99,NUM,PO-U
,.,PUNCT,O
2639,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,561.79",NUM,B-U
,.,PUNCT,O
2640,Date,NOUN,O
,12,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2641,Description,NOUN,O
,BCARD1477799100220,PROPN,PDE-B
,BW2111156178604100,NOUN,PDE-I
,200000,NUM,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2642,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,325.95,NUM,PI-U
,.,PUNCT,O
2643,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2644,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"7,887.74",NUM,B-U
,.,PUNCT,O
2645,Date,NOUN,O
,13,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2646,Description,NOUN,O
,BCARD1477799110220,ADV,PDE-B
,BW2113633723904200,PROPN,PDE-I
,200000,NUM,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2647,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,399.05,NUM,PI-U
,.,PUNCT,O
2648,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2649,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,286.79",NUM,B-U
,.,PUNCT,O
2650,Date,NOUN,O
,13,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2651,Description,NOUN,O
,SUMAN,PROPN,PDE-B
,S,PROPN,PDE-I
,POOP,NOUN,PDE-I
,100000000564099752,NUM,PDE-I
,RENT,PROPN,PDE-L
,Type,PROPN,O
,FPO,PROPN,PT-U
,.,PUNCT,O
2652,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2653,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,200.00,NUM,PO-U
,.,PUNCT,O
2654,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,086.79",NUM,B-U
,.,PUNCT,O
2655,Date,NOUN,O
,14,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2656,Description,NOUN,O
,JUST,ADV,PDE-B
,EAT.CO.UK,NOUN,PDE-I
,ACC,PROPN,PDE-I
,JEAT3696832,PROPN,PDE-L
,-,PUNCT,PDE-L
,566041,NUM,PDE-L
,.,PUNCT,O
2657,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
2658,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"3,210.44",NUM,PI-U
,.,PUNCT,O
2659,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2660,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"11,297.23",NUM,B-U
,.,PUNCT,O
2661,Date,NOUN,O
,14,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2662,Description,NOUN,O
,BCARD1477799120220,PROPN,PDE-B
,BW2116141578404300,NOUN,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2663,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,357.40,NUM,PI-U
,.,PUNCT,O
2664,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2665,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"11,654.63",NUM,B-U
,.,PUNCT,O
2666,Date,NOUN,O
,14,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2667,Description,NOUN,O
,EXCEL,PROPN,PDE-B
,FOOD,PROPN,PDE-I
,LTD,PROPN,PDE-I
,100000000564524504,NUM,PDE-I
,BILL,PROPN,PDE-L
,Type,PROPN,O
,FPO,PROPN,PT-U
,.,PUNCT,O
2668,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2669,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"2,500.00",NUM,PO-U
,.,PUNCT,O
2670,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"9,154.63",NUM,B-U
,.,PUNCT,O
2671,Date,NOUN,O
,14,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2672,Description,NOUN,O
,TOWN,PROPN,PDE-B
,SQ,PROPN,PDE-I
,BASILDON,PROPN,PDE-I
,CD,PROPN,PDE-I
,0616,NUM,PDE-L
,14FEB20,NUM,O
,.,PUNCT,O
2673,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2674,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2675,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,300.00,NUM,PO-U
,.,PUNCT,O
2676,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,854.63",NUM,B-U
,.,PUNCT,O
2677,Date,NOUN,O
,14,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2678,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
2679,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2680,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2681,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,20.79,NUM,PO-U
,.,PUNCT,O
2682,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,833.84",NUM,B-U
,.,PUNCT,O
2683,Date,NOUN,O
,17,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2684,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-I
,15FEB20,NUM,PDE-L
,.,PUNCT,O
2685,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2686,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2687,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,60.27,NUM,PO-U
,.,PUNCT,O
2688,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,773.57",NUM,B-U
,.,PUNCT,O
2689,Date,NOUN,O
,17,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2690,Description,NOUN,O
,ROCHVILLES,PROPN,PDE-B
,&,CCONJ,PDE-I
,CO,PROPN,PDE-L
,.,PUNCT,O
2691,Type,VERB,O
,SO,PROPN,PT-U
,.,PUNCT,O
2692,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2693,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,90.00,NUM,PO-U
,.,PUNCT,O
2694,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"8,683.57",NUM,B-U
,.,PUNCT,O
2695,Date,NOUN,O
,17,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2696,Description,NOUN,O
,BCARD1477799130220,PROPN,PDE-B
,BW2118730873504400,PROPN,PDE-I
,200000,NUM,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2697,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,550.30,NUM,PI-U
,.,PUNCT,O
2698,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2699,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"9,233.87",NUM,B-U
,.,PUNCT,O
2700,Date,NOUN,O
,17,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2701,Description,NOUN,O
,FLIPDISH,PROPN,PDE-B
,LTD,PROPN,PDE-I
,6408,NUM,PDE-I
,FDISH200217,PROPN,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2702,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,344.37,NUM,PI-U
,.,PUNCT,O
2703,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2704,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"9,578.24",NUM,B-U
,.,PUNCT,O
2705,Date,NOUN,O
,17,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2706,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
2707,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2708,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2709,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,10.26,NUM,PO-U
,.,PUNCT,O
2710,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"9,567.98",NUM,B-U
,.,PUNCT,O
2711,Date,NOUN,O
,17,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2712,Description,NOUN,O
,TESCO,PROPN,PDE-B
,PFS,PROPN,PDE-I
,3987,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
2713,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
2714,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2715,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,52.00,NUM,PO-U
,.,PUNCT,O
2716,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"9,515.98",NUM,B-U
,.,PUNCT,O
2717,Date,NOUN,O
,18,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2718,Description,NOUN,O
,BCARD1477799160220,PROPN,PDE-B
,BW2126944368204700,PROPN,PDE-I
,200000,NUM,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2719,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,467.95,NUM,PI-U
,.,PUNCT,O
2720,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2721,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"9,983.93",NUM,B-U
,.,PUNCT,O
2722,Date,NOUN,O
,18,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2723,Description,NOUN,O
,BCARD1477799150220,NOUN,PDE-B
,BW2124413778704600,ADJ,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2724,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,683.10,NUM,PI-U
,.,PUNCT,O
2725,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2726,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"10,667.03",NUM,B-U
,.,PUNCT,O
2727,Date,NOUN,O
,18,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2728,Description,NOUN,O
,BCARD1477799140220,PROPN,PDE-B
,BW2121518091304500,PROPN,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
2729,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,467.20,NUM,PI-U
,.,PUNCT,O
2730,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2731,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"11,134.23",X,B-U
,.,PUNCT,O
2732,Date,NOUN,O
,18,NUM,PDA-B
,Feb,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
2733,Description,PROPN,O
,BASILDON,PROPN,PDE-B
,COUNCIL,PROPN,PDE-I
,400000000572206106,NUM,PDE-I
,RENT,PROPN,PDE-L
,Type,PROPN,O
,FPO,PROPN,PT-U
,.,PUNCT,O
2734,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
2735,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
